size,position,algorithm,time
75000,1,Binaria,141.081
75000,1,Galopante,115.485
75000,2,Secuencial,89538.3
75000,2,Binaria,113.292
75000,2,Galopante,149.488
75000,3,Secuencial,143582
75000,3,Binaria,121.487
75000,3,Galopante,173.193
75000,4,Secuencial,188454
75000,4,Binaria,108.416
75000,4,Galopante,171.377
80000,0,Secuencial,29.386
80000,0,Binaria,89.963
80000,0,Galopante,30.855
80000,1,Secuencial,51947
80000,1,Binaria,125.541
80000,1,Galopante,146.585
80000,2,Secuencial,104276
80000,2,Binaria,126.572
80000,2,Galopante,164.726
80000,3,Secuencial,152372
80000,3,Binaria,127.799
80000,3,Galopante,166.524
80000,4,Secuencial,202225
80000,4,Binaria,99.84
80000,4,Galopante,189.063
85000,0,Secuencial,69.425
85000,0,Binaria,151.006
85000,0,Galopante,57.812
85000,1,Secuencial,65642.1
85000,1,Binaria,125.748
85000,1,Galopante,158.601
85000,2,Secuencial,103770
85000,2,Binaria,106.416
85000,2,Galopante,161.488
85000,3,Secuencial,175573
85000,3,Binaria,133.736
85000,3,Galopante,190.571
85000,4,Secuencial,212402
85000,4,Binaria,124.913
85000,4,Galopante,174.508
90000,0,Secuencial,41.023
90000,0,Binaria,110.191
90000,0,Galopante,38.294
90000,1,Secuencial,55309.9
90000,1,Binaria,116.523
90000,1,Galopante,140.345
90000,2,Secuencial,109796
90000,2,Binaria,119.544
90000,2,Galopante,155.825
90000,3,Secuencial,162392
90000,3,Binaria,115.96
90000,3,Galopante,184.661
90000,4,Secuencial,223796
90000,4,Binaria,119.352
90000,4,Galopante,186.52
95000,0,Secuencial,29.895
95000,0,Binaria,96.759
95000,0,Galopante,30.981
95000,1,Secuencial,64968.7
95000,1,Binaria,163.41
95000,1,Galopante,146.679
95000,2,Secuencial,115127
95000,2,Binaria,116.545
95000,2,Galopante,193.673
95000,3,Secuencial,173239
95000,3,Binaria,120.576
95000,3,Galopante,187.637
95000,4,Secuencial,244101
95000,4,Binaria,110.1
95000,4,Galopante,195.492
100000,0,Secuencial,40.765
100000,0,Binaria,93.554
100000,0,Galopante,36.45
100000,1,Secuencial,64118.3
100000,1,Binaria,109.774
100000,1,Galopante,151.028
100000,2,Secuencial,119765
100000,2,Binaria,119.898
100000,2,Galopante,158.158
100000,3,Secuencial,188447
100000,3,Binaria,146.716
100000,3,Galopante,192.462
100000,4,Secuencial,242877
100000,4,Binaria,127.82
100000,4,Galopante,180.703
